"","X","ENS","PreB_shPhf23_1_count","PreB_shPhf23_2_count","PreB_shPhf23_3_count","PreB_shRen_1_count","PreB_shRen_2_count","PreB_shRen_3_count","PreB_shPhf23_1_TPM","PreB_shPhf23_2_TPM","PreB_shPhf23_3_TPM","PreB_shRen_1_TPM","PreB_shRen_2_TPM","PreB_shRen_3_TPM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","cluster"
"29244",29244,"ENSMUSG00000046719",1,0,0,0,0,0,0.002932655,0,0,0,0,0,0.09776859,0.936582435,4.080455872,0.229528872,0.818457883,NA,"Nxph3",104079,"co_binding_RNA"
"15547",15547,"ENSMUSG00000038845",3819,4186,3724,4175,4185,3258,6.445954963,7.199215694,6.239219575,6.91824289,7.063713412,6.459597921,4056.932837,-0.003433669,0.06477084,-0.053012573,0.95772189,0.991416408,"Phb",18673,"co_binding_RNA"
"32233",32233,"ENSMUSG00000050860",1,2,1,0,0,0,0.001989542,0.004054445,0.001974859,0,0,0,0.79717149,2.836011597,1.932359354,1.467641923,0.142201514,NA,"Phospho1",237928,"co_binding_RNA"
"20229",20229,"ENSMUSG00000075595",1577,1691,1740,1637,1567,1516,0.456370073,0.498628876,0.499824686,0.465088778,0.45347616,0.51534903,1573.232413,0.060311154,0.06843746,0.881259385,0.378177444,0.763925562,"Zfp652",268469,"co_binding_RNA"
"12983",12983,"ENSMUSG00000038811",231,258,217,271,237,206,0.518393496,0.589950568,0.483381792,0.597060819,0.531858262,0.543039702,244.6928063,-0.036315152,0.118498363,-0.30646121,0.75925351,0.937417724,"Gngt2",14710,"co_binding_RNA"
"7210",7210,"ENSMUSG00000086015",17,19,15,19,29,13,0.082463293,0.093910403,0.072224742,0.090483016,0.140672676,0.074075041,20.59567196,-0.269560317,0.391242486,-0.68898529,0.490832525,0.826058337,"4833417C18Rik",73906,"co_binding_RNA"
"22614",22614,"ENSMUSG00000006058",855,775,911,827,822,657,1.167237552,1.078060645,1.234509688,1.108409816,1.122186278,1.053598888,839.5894685,0.119638536,0.075860506,1.57708593,0.114775754,0.479356897,"Snf8",27681,"co_binding_RNA"
"3758",3758,"ENSMUSG00000038517",39,30,24,48,77,52,0.025830649,0.02024605,0.015778472,0.031211429,0.050998973,0.040456736,41.00088198,-0.948155605,0.293854519,-3.226615695,0.001252636,0.032023419,"Tbkbp1",73174,"co_binding_RNA"
"22160",22160,"ENSMUSG00000037992",557,485,457,531,482,363,0.602158892,0.534251808,0.490405236,0.563575555,0.521078252,0.460977079,475.2137739,0.106716185,0.101538186,1.05099558,0.29326062,0.697552858,"Rara",19401,"co_binding_RNA"
"20567",20567,"ENSMUSG00000017493",1192,1076,1084,1115,1104,933,1.14828256,1.056168324,1.036536942,1.054506104,1.063510022,1.055773981,1013.087103,0.067454749,0.069581131,0.969440242,0.332325582,0.730814365,"Igfbp4",16010,"co_binding_RNA"
"23003",23003,"ENSMUSG00000020923",6608,7597,7043,7058,6398,5667,2.859305777,3.349508212,3.025040858,2.998292087,2.768438009,2.88045157,6451.426782,0.131638056,0.063805369,2.063118804,0.039101342,0.283014524,"Ubtf",21429,"co_binding_RNA"
"10887",10887,"ENSMUSG00000020715",308,317,402,339,358,372,0.153108117,0.160566564,0.198361115,0.165443197,0.177963331,0.217223715,336.732165,-0.087308556,0.122312408,-0.713816012,0.475340957,0.820321809,"Ern1",78943,"co_binding_RNA"
"10558",10558,"ENSMUSG00000040430",377,325,373,393,381,356,0.194573416,0.170912516,0.191088246,0.199129875,0.196637855,0.215828577,360.929763,-0.096234501,0.097833323,-0.983657693,0.325283848,0.724476647,"Pitpnc1",71795,"co_binding_RNA"
"10892",10892,"ENSMUSG00000041920",667,571,558,660,623,593,0.661374578,0.57690742,0.549210525,0.642491396,0.61774567,0.690705882,616.2081175,-0.087190882,0.091926808,-0.948481563,0.342884354,0.738553267,"Slc16a6",104681,"co_binding_RNA"
"19109",19109,"ENSMUSG00000020737",3897,4028,3639,3835,4249,3073,7.061683204,7.43730582,6.545500639,6.822521459,7.699536037,6.541196306,3787.365514,0.035636744,0.071870827,0.495844362,0.620004224,0.887567691,"Jpt1",15374,"co_binding_RNA"
"21591",21591,"ENSMUSG00000020740",1468,1356,1531,1359,1400,1259,0.643074496,0.605261811,0.665722768,0.584462168,0.613286304,0.647854916,1454.562318,0.092034273,0.063539754,1.448451817,0.147490732,0.533317035,"Gga3",260302,"co_binding_RNA"
"24262",24262,"ENSMUSG00000020744",698,678,629,637,619,486,0.474033351,0.469171391,0.42402075,0.42471209,0.420382011,0.387709589,658.0175109,0.18410499,0.084478284,2.179317349,0.029308101,0.242874961,"Slc25a19",67283,"co_binding_RNA"
"22647",22647,"ENSMUSG00000059923",3749,3466,3961,3703,3587,2855,4.848214872,4.567129547,5.084570233,4.701342034,4.638716123,4.336999073,3515.433642,0.120642261,0.06429027,1.876524408,0.060583306,0.356803106,"Grb2",14784,"co_binding_RNA"
"11595",11595,"ENSMUSG00000020770",1273,1351,1289,1302,1510,1225,0.831861208,0.899551788,0.836100293,0.835285938,0.986732462,0.940319311,1385.838662,-0.066544154,0.067405201,-0.987225803,0.323531955,0.723544976,"Unk",217331,"co_binding_RNA"
"23932",23932,"ENSMUSG00000056962",1175,1209,1199,1073,1120,949,0.697346668,0.731114703,0.706338756,0.625190403,0.664704909,0.661597528,1143.806615,0.167653137,0.062321033,2.690153368,0.007141919,0.109288559,"Jmjd6",107817,"co_binding_RNA"
"14991",14991,"ENSMUSG00000034120",12680,12616,12364,13276,12952,11257,13.27667013,13.45984148,12.85025947,13.64705282,13.56146937,13.84552332,12048.92549,-0.014776747,0.053845108,-0.274430636,0.783753702,0.94403226,"Srsf2",20382,"co_binding_RNA"
"20803",20803,"ENSMUSG00000025571",1983,2060,2188,1998,2088,1749,0.397739934,0.421009656,0.435618976,0.393435627,0.418800294,0.412081474,2046.49116,0.073065484,0.056156422,1.301106489,0.193222007,0.598398684,"Tnrc6c",217351,"co_binding_RNA"
"8817",8817,"ENSMUSG00000039976",127,127,128,150,139,132,0.0961346,0.097955331,0.096176498,0.111472817,0.105218184,0.117372602,133.6413443,-0.163698626,0.150018982,-1.091186088,0.275191008,0.682171468,"Tbc1d16",207592,"co_binding_RNA"
"307",307,"ENSMUSG00000088015",0,0,0,3,0,0,0,0,0,0.201443767,0,0,0.383427212,-2.420961597,3.00142594,-0.80660381,0.419894778,NA,"Mir1932",100316690,"co_binding_RNA"
"23880",23880,"ENSMUSG00000025153",11118,11576,9833,10296,10388,7986,4.762259448,5.052347965,4.18076167,4.329688314,4.449572868,4.018208665,10686.45103,0.165763122,0.069580322,2.382327595,0.017203585,0.183298326,"Fasn",14104,"co_binding_RNA"
"1458",1458,"ENSMUSG00000039208",0,4,4,4,6,10,0,0.009474662,0.009229929,0.009128872,0.01394783,0.027306887,4.135600136,-1.369300126,0.922661001,-1.484077168,0.13778845,NA,"Metrnl",210029,"co_binding_RNA"
"15499",15499,"ENSMUSG00000079179",268,301,289,318,292,239,0.179472598,0.205389484,0.192107441,0.209070228,0.195544771,0.188008747,303.756217,-0.004293697,0.109622462,-0.039168045,0.968756411,0.992821851,"Rab10os",74173,"co_binding_RNA"
"20543",20543,"ENSMUSG00000020671",3233,3265,3497,3396,3173,2827,5.665013206,5.829438981,6.082384117,5.842041271,5.559878411,5.818858925,3217.463895,0.066997365,0.054381207,1.231994814,0.217951021,0.628780999,"Rab10",19325,"co_binding_RNA"
"13257",13257,"ENSMUSG00000020640",3828,3750,3869,3954,3892,3654,0.981456892,0.979667997,0.984648036,0.995262595,0.997865785,1.100486301,3710.978824,-0.031519386,0.053163295,-0.592878727,0.553262316,0.858599976,"Itsn2",20403,"co_binding_RNA"
"10396",10396,"ENSMUSG00000051235",1039,935,1022,1142,1000,1016,0.463222445,0.42475061,0.452280571,0.499852499,0.445834884,0.532089333,975.2267618,-0.101749402,0.076038035,-1.33813823,0.18085138,0.583692301,"Gen1",209334,"co_binding_RNA"
"9535",9535,"ENSMUSG00000020580",3128,3198,3388,3388,3709,3364,1.295750266,1.349837145,1.393095705,1.377842832,1.536425108,1.636919594,3124.519411,-0.13222627,0.058623716,-2.255508169,0.02410145,0.219312807,"Rock2",19878,"co_binding_RNA"
"8422",8422,"ENSMUSG00000071379",256,247,240,315,288,230,0.918859718,0.90334689,0.855073561,1.109996267,1.033717182,0.96973681,244.3816114,-0.183961373,0.115124914,-1.597928434,0.110058905,0.471751739,"Hpcal1",53602,"co_binding_RNA"
"5758",5758,"ENSMUSG00000073197",10,9,14,18,7,19,0.012864456,0.011797291,0.017877322,0.022733466,0.009005119,0.028711893,14.32997401,-0.454333369,0.487753337,-0.931481827,0.351604381,0.743964556,"5730507C01Rik",236366,"co_binding_RNA"
"18382",18382,"ENSMUSG00000076432",6909,6292,6691,6746,6977,5621,5.529753257,5.131302613,5.315750386,5.300765775,5.584178387,5.284707361,6281.417396,0.020171162,0.050902136,0.39627338,0.691903363,0.915743976,"Ywhaq",22630,"co_binding_RNA"
"4987",4987,"ENSMUSG00000093846",3,2,5,3,7,5,0.006463748,0.004390778,0.010693408,0.006345796,0.015082078,0.012654644,4.757464769,-0.611128087,0.796775792,-0.767001323,0.443080729,NA,"Gm4425",100043416,"co_binding_RNA"
"51662",51662,"ENSMUSG00000113550",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm29687",629481,"co_binding_RNA"
"10568",10568,"ENSMUSG00000036188",407,441,434,499,451,400,0.319885903,0.353173115,0.338589442,0.385037435,0.354468163,0.369298448,421.7465476,-0.095906666,0.091105062,-1.052704032,0.29247666,0.697552858,"Ankmy2",217473,"co_binding_RNA"
"32033",32033,"ENSMUSG00000021047",1,0,2,0,0,0,0.000632191,0,0.00125505,0,0,0,1.091641297,2.411412575,1.854586437,1.300242753,0.193517782,NA,"Nova1",664883,"co_binding_RNA"
"11780",11780,"ENSMUSG00000035247",4726,4429,4407,4513,4874,4522,1.762591049,1.683107582,1.631487996,1.652436935,1.817788568,1.98109453,4449.099713,-0.062444227,0.057486691,-1.086237962,0.277373726,0.68340176,"Hectd1",207304,"co_binding_RNA"
"15181",15181,"ENSMUSG00000005656",946,980,1036,1041,988,908,1.273395488,1.34414648,1.38425122,1.375702787,1.329931017,1.435736749,929.7555069,-0.011058774,0.074346302,-0.1487468,0.881753431,0.970400927,"Snx6",72183,"co_binding_RNA"
"12418",12418,"ENSMUSG00000035021",7092,7006,6952,6716,7833,6843,4.25661221,4.284635144,4.141790352,3.957380088,4.701359764,4.824570947,6683.819763,-0.048069791,0.058657855,-0.819494522,0.412504326,0.785660781,"Baz1a",217578,"co_binding_RNA"
"18536",18536,"ENSMUSG00000021000",3357,3253,3260,3432,3327,2815,0.903444718,0.892036568,0.870864989,0.906774374,0.895371038,0.889908671,3202.288774,0.023226393,0.052402989,0.443226494,0.657601918,0.90211244,"Mia2",338320,"co_binding_RNA"
"8258",8258,"ENSMUSG00000035329",421,443,481,510,510,491,0.313781982,0.336432533,0.355855736,0.373179518,0.38011594,0.429876986,461.0211433,-0.193235847,0.094945891,-2.035220748,0.041828666,0.29206014,"Fbxo33",70611,"co_binding_RNA"
"17661",17661,"ENSMUSG00000044147",3370,3185,3099,3142,3517,2817,13.52315149,13.02284291,12.34390519,12.37815481,14.11303376,13.27858068,3324.553741,0.006069685,0.055981866,0.108422341,0.91366068,0.979292329,"Arf6",11845,"co_binding_RNA"
"9569",9569,"ENSMUSG00000049882",246,250,234,316,278,197,1.474477111,1.526832128,1.392200466,1.859480926,1.666279012,1.387030311,254.1082704,-0.131038141,0.122821475,-1.066899263,0.286017328,0.690742114,"Vcpkmt",207965,"co_binding_RNA"
"15484",15484,"ENSMUSG00000048118",1069,1090,1233,984,1264,1094,0.82244489,0.854484034,0.9416189,0.743234596,0.972469917,0.988697011,1044.885918,-0.004675524,0.089793583,-0.052069691,0.958473163,0.991755137,"Arid4a",238247,"co_binding_RNA"
"28379",28379,"ENSMUSG00000034460",1,0,1,0,0,1,0.000465666,0,0.00046223,0,0,0.000547005,0.304390036,0.862553148,2.989325628,0.288544393,0.772930054,NA,"Six4",20474,"co_binding_RNA"
"18610",18610,"ENSMUSG00000049106",605,601,628,632,614,530,0.57703185,0.584073142,0.594548166,0.591783982,0.585615795,0.593795741,601.9391031,0.024579167,0.07756629,0.316879494,0.751335042,0.934964796,"Dcaf5",320808,"co_binding_RNA"
"21102",21102,"ENSMUSG00000021131",5347,5091,5312,5191,4913,4552,9.000333362,8.731721223,8.875431304,8.578298562,8.269803218,9.000517123,4996.09689,0.080007888,0.052294487,1.529948816,0.126029399,0.498673209,"Erh",13877,"co_binding_RNA"
"14828",14828,"ENSMUSG00000042507",1458,1510,1557,1540,1542,1422,0.763238915,0.80543089,0.809048549,0.791453528,0.807211527,0.874418577,1559.58591,-0.017319147,0.0593717,-0.29170711,0.770510572,0.941467801,"Elmsan1",238317,"co_binding_RNA"
"35753",35753,"ENSMUSG00000066027",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm10436",100039315,"co_binding_RNA"
"11795",11795,"ENSMUSG00000079029",1,1,1,1,0,2,0.003345458,0.003408819,0.003320768,0.003284409,0,0.007859634,0.908780228,-0.062036122,1.72159808,-0.036034033,0.971255222,NA,"Gm5662",435337,"co_binding_RNA"
"20959",20959,"ENSMUSG00000020962",1080,993,1049,953,1019,938,0.861821834,0.807404822,0.830906611,0.746600635,0.81314486,0.879252017,985.2721745,0.076367656,0.071686965,1.065293488,0.286743139,0.691756994,"Gtf2a1",83602,"co_binding_RNA"
"14995",14995,"ENSMUSG00000021270",24952,23432,26484,24397,24792,24922,22.907619,21.91958368,24.13465849,21.98936727,22.76072821,26.87659697,23354.91848,-0.01467179,0.063109493,-0.232481515,0.816164043,0.95363295,"Hsp90aa1",15519,"co_binding_RNA"
"22347",22347,"ENSMUSG00000060950",587,623,563,632,550,439,0.97107283,1.050147013,0.924496105,1.026437469,0.90986381,0.853090331,597.0410169,0.111870654,0.092607595,1.208007337,0.22704444,0.63989407,"Trmt61a",328162,"co_binding_RNA"
"21883",21883,"ENSMUSG00000021288",1832,1943,1740,1778,1747,1544,1.583645078,1.711407929,1.493016555,1.508918766,1.510168096,1.567821009,1783.503971,0.099853856,0.066823989,1.494281578,0.135102038,0.510525311,"Klc1",16593,"co_binding_RNA"
"8838",8838,"ENSMUSG00000113769",11,12,15,16,15,11,0.014736031,0.016380134,0.019946289,0.021043092,0.020094588,0.017310011,12.49658256,-0.162808311,0.47076473,-0.345837954,0.7294645,0.929572161,"5033406O09Rik",77675,"co_binding_RNA"
"19027",19027,"ENSMUSG00000011148",511,444,460,458,509,396,0.873274067,0.773145062,0.78031595,0.768416813,0.869856165,0.794953356,469.5645021,0.033436328,0.095299819,0.350854059,0.725697839,0.928516501,"Adssl1",11565,"co_binding_RNA"
"20297",20297,"ENSMUSG00000001729",7319,7404,6921,7278,7342,5852,7.196988118,7.418460725,6.755397004,7.026075414,7.219604695,6.759586869,7204.336141,0.061874529,0.0564223,1.096632533,0.27280206,0.680537065,"Akt1",11651,"co_binding_RNA"
"26739",26739,"ENSMUSG00000051804",9,7,11,8,7,5,0.021751386,0.017238157,0.026388828,0.018981745,0.016917745,0.014194864,7.295568439,0.413960731,0.602672747,0.686874814,0.492161619,NA,"Adam6b",238405,"co_binding_RNA"
"12309",12309,"ENSMUSG00000043945",3,2,2,1,2,4,0.007219283,0.004904008,0.004777336,0.002362515,0.004812856,0.011307058,2.11213891,-0.050496731,1.133330044,-0.044556069,0.96446116,NA,"Adam6a",238406,"co_binding_RNA"
"44226",44226,"ENSMUSG00000098357",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Mir7094-2",102465664,"co_binding_RNA"
"44214",44214,"ENSMUSG00000098336",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Mir6388",102465205,"co_binding_RNA"
"10162",10162,"ENSMUSG00000003062",146,128,156,137,183,137,0.100281608,0.089583238,0.106359435,0.092382714,0.12569544,0.110536522,150.712787,-0.109842937,0.148156881,-0.741396118,0.458453298,0.810920588,"Stard3nl",76205,"co_binding_RNA"
"20074",20074,"ENSMUSG00000021326",3401,3340,3321,3412,3280,2844,1.547441739,1.548468927,1.499890449,1.524117377,1.492387211,1.520036668,3301.356039,0.056067587,0.049978655,1.121830658,0.261934448,0.670530298,"Trim27",19720,"co_binding_RNA"
"15298",15298,"ENSMUSG00000016477",1538,1640,1547,1518,1689,1471,1.590621267,1.72823442,1.588121598,1.5412885,1.746787594,1.787063232,1559.556007,-0.008881206,0.065807873,-0.134956584,0.892646201,0.973763007,"E2f3",13557,"co_binding_RNA"
"6184",6184,"ENSMUSG00000112963",182,201,203,205,245,300,0.295913072,0.332994586,0.327621043,0.327226404,0.39834452,0.57296859,200.1971895,-0.393296072,0.174205884,-2.257650907,0.023967432,0.218806457,"Gm6093",619715,"co_binding_RNA"
"13329",13329,"ENSMUSG00000039087",1601,1674,1579,1590,1785,1505,0.272558859,0.290384063,0.266829652,0.265746659,0.30388355,0.300969349,1635.64106,-0.030062989,0.06319069,-0.475750282,0.634252294,0.89267836,"Rreb1",68750,"co_binding_RNA"
"23505",23505,"ENSMUSG00000051335",2099,2080,1941,2076,1824,1544,1.753384866,1.7704208,1.609434623,1.702526504,1.523665553,1.515056779,2025.885398,0.150161553,0.078332042,1.916987601,0.055239507,0.342333273,"Gfod1",328232,"co_binding_RNA"
"19229",19229,"ENSMUSG00000021374",8247,7831,8090,7904,8076,7181,5.807754448,5.619243199,5.655145226,5.46463174,5.687331747,5.940376562,7668.640346,0.037883008,0.04211371,0.899540971,0.368364583,0.758542593,"Nup153",218210,"co_binding_RNA"
"9834",9834,"ENSMUSG00000021375",331,309,308,351,354,310,0.296754673,0.282277593,0.274096366,0.308943033,0.317375088,0.326473597,322.804287,-0.12100669,0.09915123,-1.22042551,0.222303612,0.633349303,"Kif13a",16553,"co_binding_RNA"
"43364",43364,"ENSMUSG00000095909",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm10324",628709,"co_binding_RNA"
"3656",3656,"ENSMUSG00000113050",0,0,0,0,0,1,0,0,0,0,0,0.004591025,0.109449109,-0.986962909,4.080455872,-0.241875648,0.80887652,NA,"Gm8016",666272,"co_binding_RNA"
"10675",10675,"ENSMUSG00000021676",1096,957,1048,1066,1113,1069,1.169049368,1.040117943,1.10960031,1.116300757,1.187182433,1.339420064,942.8612644,-0.093388357,0.074814084,-1.248272411,0.211931314,0.622054283,"Iqgap2",544963,"co_binding_RNA"
"5297",5297,"ENSMUSG00000071203",77,76,95,119,121,119,0.091080794,0.091600539,0.111543092,0.138192592,0.143126962,0.165348341,96.58428231,-0.559795098,0.178824145,-3.130422338,0.001745551,0.04058067,"Naip5",17951,"co_binding_RNA"
"19462",19462,"ENSMUSG00000042590",2167,1985,2212,2167,2007,1900,0.930798741,0.868771849,0.943115728,0.913813362,0.862073407,0.958665888,1980.924362,0.04285966,0.058886125,0.727839708,0.466711714,0.813759414,"Ipo11",76582,"co_binding_RNA"
"17855",17855,"ENSMUSG00000032745",3435,3379,3819,3369,3600,3398,2.829470243,2.836056864,3.122561761,2.724464276,2.965383661,3.287899709,3239.511828,0.009548253,0.066119162,0.144409768,0.885176904,0.971548774,"Gpbp1",73274,"co_binding_RNA"
"20510",20510,"ENSMUSG00000074634",119,81,92,104,95,76,0.151160014,0.104839112,0.116000745,0.129695533,0.120673961,0.113401905,93.22793687,0.066380348,0.185402205,0.358034296,0.720317648,0.927443439,"Tmem267",633640,"co_binding_RNA"
"8413",8413,"ENSMUSG00000079396",1,5,1,2,5,1,0.003091734,0.015751447,0.003068917,0.006070631,0.01545867,0.003631775,2.15450149,-0.184561046,1.160137907,-0.159085437,0.873601562,NA,"LOC100861615",100861615,"co_binding_RNA"
"15605",15605,"ENSMUSG00000021748",2691,2311,2576,2607,2514,2341,11.15476989,9.761020317,10.59926538,10.60937173,10.42106708,11.39895737,2369.054034,-0.002453045,0.060434333,-0.040590256,0.967622552,0.99279967,"Pdhb",68263,"co_binding_RNA"
"11733",11733,"ENSMUSG00000068758",81,79,79,91,96,60,0.357680791,0.355456158,0.346274634,0.394506086,0.423917974,0.311227989,96.11998988,-0.063801575,0.182947128,-0.348743247,0.727282074,0.929093754,"Il3ra",16188,"co_binding_RNA"
"11901",11901,"ENSMUSG00000017485",8879,8808,9390,8869,9566,9243,7.243035718,7.321199308,7.603352972,7.102854903,7.803455308,8.856993411,8682.890112,-0.059832651,0.064087211,-0.933612964,0.350503576,0.743183213,"Top2b",21974,"co_binding_RNA"
"20623",20623,"ENSMUSG00000012405",19527,21257,19819,21070,19291,16651,34.17720392,37.90978567,34.43227595,36.20489199,33.76414405,34.23403749,19455.23219,0.068533114,0.058696446,1.167585405,0.24297404,0.652776302,"Rpl15",66480,"co_binding_RNA"
"16658",16658,"ENSMUSG00000095024",0,0,0,0,0,0,0,0,0,0,0,0,0.094593423,0,4.080455872,0,1,NA,"Gm5458",432825,"co_binding_RNA"
"20406",20406,"ENSMUSG00000039197",1075,1131,1125,1102,1067,967,3.715505569,3.983092666,3.859623694,3.739321133,3.687855295,3.926021956,1029.435408,0.064211869,0.065119131,0.986067649,0.324099917,0.723719082,"Adk",11534,"co_binding_RNA"
"18381",18381,"ENSMUSG00000007817",8242,7646,7544,8424,7818,6556,2.898469117,2.73979907,2.633423677,2.908413437,2.749360781,2.708269069,7693.47828,0.020162121,0.057118969,0.352984677,0.724099928,0.928430012,"Zmiz1",328365,"co_binding_RNA"
"46093",46093,"ENSMUSG00000101261",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"1700109I08Rik",73591,"co_binding_RNA"
"26656",26656,"ENSMUSG00000037833",17,18,17,17,14,8,0.024128642,0.026031836,0.02395057,0.023688338,0.019870646,0.013338001,14.48405964,0.401609344,0.429479896,0.935106272,0.349733535,0.742560822,"Sh2d4b",328381,"co_binding_RNA"
"41211",41211,"ENSMUSG00000090462",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"1700091H14Rik",73553,"co_binding_RNA"
"43022",43022,"ENSMUSG00000095226",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm10377",100042055,"co_binding_RNA"
"43106",43106,"ENSMUSG00000095384",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"1700001F09Rik",71826,"co_binding_RNA"
