"","fold_change","cluster","log_mean"
"12741",4.26839,"only_PHF23",2.0936920002862
"12742",3.31269,"only_PHF23",1.72800320299995
"12743",6.37874,"only_PHF23",2.67327147488742
"4547",3.75427,"only_PHF23",1.90853240979949
"12746",4.50188,"only_PHF23",2.17052760150281
"4580",2.69429,"only_PHF23",1.42990514368989
"4581",5.00128,"only_PHF23",2.32229737755167
"4582",3.53546,"only_PHF23",1.82189793682922
"4583",2.45125,"only_PHF23",1.29351763041742
"4584",7.48462,"only_PHF23",2.90392907138961
"4585",2.94443,"only_PHF23",1.55798837573163
"4586",2.56798,"only_PHF23",1.36063396647378
"4587",3.15298,"only_PHF23",1.65671601873919
"4588",6.20351,"only_PHF23",2.63308473594069
"4589",5.59612,"only_PHF23",2.48442689916255
"12761",3.6245,"only_PHF23",1.85778198898326
"12762",3.82426,"only_PHF23",1.93518061117414
"12763",5.79548,"only_PHF23",2.53492815475057
"12764",4.34819,"only_PHF23",2.12041498223938
"12765",4.82714,"only_PHF23",2.27116866941288
"4604",4.55444,"only_PHF23",2.18727367556632
"12772",7.33812,"only_PHF23",2.87541049711703
"4607",2.61511,"only_PHF23",1.38687163217654
"4608",2.64544,"only_PHF23",1.40350769701795
"4609",3.4219,"only_PHF23",1.77479759980041
"12774",2.26981,"only_PHF23",1.18257153825185
"4610",2.60936,"only_PHF23",1.38369599911345
"4611",2.64477,"only_PHF23",1.40314226514188
"4612",4.72774,"only_PHF23",2.24115069731225
"12775",3.34641,"only_PHF23",1.74261421427342
"4613",6.31807,"only_PHF23",2.65948392127178
"12776",7.31308,"only_PHF23",2.87047914419072
"4623",4.82889,"only_PHF23",2.27169159992349
"12779",3.66192,"only_PHF23",1.87260027369561
"4624",3.57269,"only_PHF23",1.83701073763847
"12780",3.06425,"only_PHF23",1.61553400582907
"4625",9.5876,"only_PHF23",3.26116972020375
"12781",9.11924,"only_PHF23",3.18891359479364
"4630",4.59898,"only_PHF23",2.20131392375317
"12784",4.00567,"only_PHF23",2.00204357218061
"4631",3.25089,"only_PHF23",1.700834740544
"12785",1.99725,"only_PHF23",0.998014929269683
"4633",6.19214,"only_PHF23",2.6304380901875
"12787",7.0123,"only_PHF23",2.80988771875203
"4638",5.36301,"only_PHF23",2.42304294344858
"12790",5.26359,"only_PHF23",2.39604711673208
"4645",6.5657,"only_PHF23",2.71494883178722
"4646",3.40513,"only_PHF23",1.76770987805384
"4647",4.11813,"only_PHF23",2.04198937329096
"4648",3.71465,"only_PHF23",1.89322628423579
"4649",2.51,"only_PHF23",1.32768736417605
"12795",4.91225,"only_PHF23",2.29638398590804
"4652",7.0386,"only_PHF23",2.81528850074985
"12798",4.57867,"only_PHF23",2.19492858892066
"4653",8.4878,"only_PHF23",3.08539066209533
"12799",8.72307,"only_PHF23",3.12483596691726
"4654",4.58943,"only_PHF23",2.19831498430627
"12800",3.62889,"only_PHF23",1.85952832607608
"4671",9.46489,"only_PHF23",3.24258573916969
"12808",8.06516,"only_PHF23",3.01170315444935
"4673",3.44207,"only_PHF23",1.7832764371881
"12810",3.52216,"only_PHF23",1.81646044748926
"4678",5.92801,"only_PHF23",2.56754788133778
"12813",6.84987,"only_PHF23",2.77607660819944
"4679",4.31887,"only_PHF23",2.11065389140533
"4680",3.05962,"only_PHF23",1.61335248358511
"12814",5.78459,"only_PHF23",2.53221470765971
"4687",3.80549,"only_PHF23",1.92808222903922
"12820",2.59496,"only_PHF23",1.37571230033791
"4689",4.31887,"only_PHF23",2.11065389140533
"4690",4.15077,"only_PHF23",2.05337899239622
"12822",3.37864,"only_PHF23",1.75644263701144
"4691",8.48631,"only_PHF23",3.08513738040734
"12823",7.44738,"only_PHF23",2.89673297244598
"4692",7.7835,"only_PHF23",2.96041903659782
"12824",5.13271,"only_PHF23",2.3597207500515
"4693",8.76274,"only_PHF23",3.13138205319666
"12825",5.15923,"only_PHF23",2.36715576369605
"4694",3.2325,"only_PHF23",1.69265037003553
"12826",2.43211,"only_PHF23",1.28220848078218
"4696",3.86641,"only_PHF23",1.95099463123865
"12828",3.18937,"only_PHF23",1.67327147488742
"4700",5.18913,"only_PHF23",2.37549267925805
"12830",4.8801,"only_PHF23",2.28691071090823
"4701",7.35375,"only_PHF23",2.87848013113858
"12831",7.8756,"only_PHF23",2.97738983893488
"4702",5.84711,"only_PHF23",2.54772373257944
"12832",3.74519,"only_PHF23",1.90503891096829
"4704",5.13595,"only_PHF23",2.36063115746349
"12834",4.15833,"only_PHF23",2.05600425325931
"4705",6.46382,"only_PHF23",2.69238702347289
"12835",4.48888,"only_PHF23",2.16635552959743
"4708",2.2544,"only_PHF23",1.17274351676019
"4709",3.66765,"only_PHF23",1.87485597062418
"4710",4.04286,"only_PHF23",2.01537624545902
"12837",2.49632,"only_PHF23",1.31980288324738
"4711",4.36184,"only_PHF23",2.12493685034544
"12838",2.4797,"only_PHF23",1.31016559049428
"4712",5.6881,"only_PHF23",2.50794682857124
"12839",6.0591,"only_PHF23",2.5991035161464
"4714",3.22299,"only_PHF23",1.68839971214155
"12841",3.09544,"only_PHF23",1.63014449528774
"4717",4.49381,"only_PHF23",2.16793912811095
"12843",4.58948,"only_PHF23",2.19833070180476
"4718",4.9025,"only_PHF23",2.29351763041742
"12844",3.7176,"only_PHF23",1.89437154996128
"4719",7.89285,"only_PHF23",2.98054633172687
"12845",6.07799,"only_PHF23",2.60359430122377
"4721",3.4395,"only_PHF23",1.78219885563986
"12847",3.42367,"only_PHF23",1.77554365024742
"4722",2.78724,"only_PHF23",1.47883723347951
"12848",2.58684,"only_PHF23",1.37119082389315
"4723",6.05126,"only_PHF23",2.59723557321148
"12849",4.69896,"only_PHF23",2.23234148681814
"4724",2.46377,"only_PHF23",1.3008675825965
"4725",6.76422,"only_PHF23",2.75792358283298
"12850",6.72263,"only_PHF23",2.74902574872841
"4749",5.13595,"only_PHF23",2.36063115746349
"12861",4.28828,"only_PHF23",2.10039910855296
"4750",5.71193,"only_PHF23",2.51397829917239
"12862",4.68521,"only_PHF23",2.22811371366221
"4753",5.2269,"only_PHF23",2.38595555821035
"4754",3.52802,"only_PHF23",1.81885873941557
"12864",3.39731,"only_PHF23",1.76439286821924
"12865",2.59896,"only_PHF23",1.37793442979098
"4755",5.59857,"only_PHF23",2.48505837764147
"12866",2.38331,"only_PHF23",1.25296661681362
"4757",6.76422,"only_PHF23",2.75792358283298
"12868",6.09727,"only_PHF23",2.60816343299395
"4760",5.07317,"only_PHF23",2.34288750544198
"12871",4.32385,"only_PHF23",2.1123164749667
"4763",5.23022,"only_PHF23",2.38687163217654
"12874",4.76865,"only_PHF23",2.25358089852294
"4764",6.67025,"only_PHF23",2.73774083442352
"4765",6.73774,"only_PHF23",2.75226475794203
"12875",4.60488,"only_PHF23",2.20316356116772
"4781",10.48643,"only_PHF23",3.39045170531912
"12887",7.56673,"only_PHF23",2.91966996705291
"4782",2.53308,"only_PHF23",1.34089264111702
"4783",5.52087,"only_PHF23",2.46489563037031
"12888",4.77284,"only_PHF23",2.25484797370929
"4784",4.56955,"only_PHF23",2.19205209860196
"12889",6.95053,"only_PHF23",2.79712299211215
"4785",6.50711,"only_PHF23",2.70201694209974
"12890",6.8791,"only_PHF23",2.78221982794041
"4787",5.70056,"only_PHF23",2.5111036507754
"4788",9.44445,"only_PHF23",3.23946678333928
"12892",4.30996,"only_PHF23",2.10767447997112
"12893",8.82669,"only_PHF23",3.14187253007717
"4793",6.67303,"only_PHF23",2.73834198980237
"4794",6.30322,"only_PHF23",2.65608901770117
"12896",8.29746,"only_PHF23",3.05266976944479
"12897",3.66192,"only_PHF23",1.87260027369561
"12898",6.49739,"only_PHF23",2.69986030425764
"4795",4.78577,"only_PHF23",2.25875106385661
"12899",4.76661,"only_PHF23",2.25296359014786
"4804",4.5342,"only_PHF23",2.1808480286271
"12906",2.91674,"only_PHF23",1.54435678924312
"4812",3.6386,"only_PHF23",1.86338346098036
"12913",3.05018,"only_PHF23",1.60889438282137
"4813",10.08005,"only_PHF23",3.33343088993284
"12914",7.84594,"only_PHF23",2.97194630278266
"4814",6.41469,"only_PHF23",2.6813795464889
"12915",5.08885,"only_PHF23",2.34733966676304
"4815",5.88567,"only_PHF23",2.55720665496774
"12916",5.47154,"only_PHF23",2.45194694593752
"4816",6.18649,"only_PHF23",2.62912110639412
"12917",7.66692,"only_PHF23",2.93864712621048
"4818",2.77325,"only_PHF23",1.47157767678234
"12919",2.87853,"only_PHF23",1.52533224808064
"4819",3.80532,"only_PHF23",1.92801777909053
"4820",7.05604,"only_PHF23",2.81885873941557
"12920",4.13339,"only_PHF23",2.0473254935264
"12921",7.28552,"only_PHF23",2.86503194753317
"4822",2.64544,"only_PHF23",1.40350769701795
"4823",7.52818,"only_PHF23",2.91230112355035
"12923",6.61343,"only_PHF23",2.72539870751721
"4824",5.23022,"only_PHF23",2.38687163217654
"12924",5.72238,"only_PHF23",2.51661530435674
"4825",6.04803,"only_PHF23",2.59646529576664
"12925",3.85868,"only_PHF23",1.94810740626441
"4826",2.19763,"only_PHF23",1.13594850999119
"4827",2.44194,"only_PHF23",1.28802775283724
"12926",2.07691,"only_PHF23",1.05443870035834
"12927",3.08846,"only_PHF23",1.62688764583611
"4831",3.75581,"only_PHF23",1.90912408136467
"4832",6.41011,"only_PHF23",2.6803491142688
"12931",6.34744,"only_PHF23",2.66617485267521
"4833",9.30757,"only_PHF23",3.21840456128072
"12932",7.39222,"only_PHF23",2.88600769346744
"4841",3.29574,"only_PHF23",1.72060243320498
"4842",6.11903,"only_PHF23",2.6133029723456
"12935",6.06031,"only_PHF23",2.5993915930421
"4845",6.45676,"only_PHF23",2.69081040260876
"12939",5.78459,"only_PHF23",2.53221470765971
"4846",2.6847,"only_PHF23",1.42476088422808
"4847",5.95637,"only_PHF23",2.57443337456902
"12940",4.71161,"only_PHF23",2.23622012610559
"4850",7.99025,"only_PHF23",2.9982406430929
"12942",6.30478,"only_PHF23",2.65644602980068
"4851",6.60231,"only_PHF23",2.72297087939094
"12943",3.94282,"only_PHF23",1.97922784916373
"4852",3.25593,"only_PHF23",1.70306968309972
"12944",4.31265,"only_PHF23",2.10857463660256
"4855",4.15077,"only_PHF23",2.05337899239622
"12947",4.37753,"only_PHF23",2.13011706574117
"4869",7.53288,"only_PHF23",2.91320154714766
"12957",5.15923,"only_PHF23",2.36715576369605
"4871",6.30302,"only_PHF23",2.6560432405292
"12959",3.51821,"only_PHF23",1.81484159904537
"4874",4.12336,"only_PHF23",2.04382042473353
"12961",4.15911,"only_PHF23",2.05627484183829
"12962",4.53387,"only_PHF23",2.1807430251669
"4876",4.5357,"only_PHF23",2.18132522078602
"12964",3.72005,"only_PHF23",1.89532201226537
"4879",6.30003,"only_PHF23",2.65535869857258
"12967",6.16747,"only_PHF23",2.62467879294024
"4880",3.68957,"only_PHF23",1.88345268755506
"4881",5.38063,"only_PHF23",2.4277751030168
"4882",2.68945,"only_PHF23",1.42731116779988
"4883",9.36865,"only_PHF23",3.2278411739652
"12968",3.50934,"only_PHF23",1.81119972903146
"12969",2.6025,"only_PHF23",1.37989816352469
"12970",7.20708,"only_PHF23",2.84941485963243
"4885",5.59612,"only_PHF23",2.48442689916255
"12972",5.33661,"only_PHF23",2.41592358287865
"4895",7.3932,"only_PHF23",2.88619894148639
"12978",8.33312,"only_PHF23",3.05885675558777
"4896",4.61413,"only_PHF23",2.20605865155302
"12979",6.16467,"only_PHF23",2.62402366800914
"4897",4.82889,"only_PHF23",2.27169159992349
"12980",4.29515,"only_PHF23",2.10270851564251
"4899",2.47402,"only_PHF23",1.30685716312115
"4900",4.6393,"only_PHF23",2.21390714097503
"12982",3.79716,"only_PHF23",1.92492079072504
"4903",9.10996,"only_PHF23",3.18744471945781
"12985",6.28608,"only_PHF23",2.6521606327585
"4906",5.01923,"only_PHF23",2.32746605732609
"12988",5.10062,"only_PHF23",2.3506726228802
"4907",6.17403,"only_PHF23",2.62621249311599
"4908",2.84632,"only_PHF23",1.50909786722656
"12989",5.18393,"only_PHF23",2.3740462372552
"4910",7.3405,"only_PHF23",2.8758783359503
"12991",4.76361,"only_PHF23",2.25205530360974
"4911",3.25084,"only_PHF23",1.70081255114147
"12992",2.26386,"only_PHF23",1.17878474282047
"4915",5.3789,"only_PHF23",2.42731116779988
"12994",4.69896,"only_PHF23",2.23234148681814
"4919",6.31807,"only_PHF23",2.65948392127178
"12998",5.5831,"only_PHF23",2.4810663967437
"4940",2.85798,"only_PHF23",1.51499582056187
"4941",3.02402,"only_PHF23",1.5964676811613
"4942",2.61345,"only_PHF23",1.38595555821035
"4943",2.61345,"only_PHF23",1.38595555821035
"4944",3.22838,"only_PHF23",1.69081040260876
"4945",2.69651,"only_PHF23",1.43109338408903
"4946",3.22838,"only_PHF23",1.69081040260876
"4947",7.07537,"only_PHF23",2.8228055943343
"13018",3.59751,"only_PHF23",1.84699869723113
"13019",2.97047,"only_PHF23",1.57069121823922
"13020",3.08234,"only_PHF23",1.62402600827045
"13021",2.7289,"only_PHF23",1.44831952830666
"13022",3.59583,"only_PHF23",1.84632481619319
"13023",2.66202,"only_PHF23",1.41252141039046
"13024",3.12681,"only_PHF23",1.64469155684345
"13025",3.12681,"only_PHF23",1.64469155684345
"13026",6.24547,"only_PHF23",2.64281014527675
"4984",4.98564,"only_PHF23",2.31777871336181
"13047",4.31265,"only_PHF23",2.10857463660256
"4985",4.34894,"only_PHF23",2.12066380484715
"13048",4.11954,"only_PHF23",2.04248325081398
"4988",5.77127,"only_PHF23",2.52888882685893
"13054",3.87896,"only_PHF23",1.95566989881359
"4989",8.0315,"only_PHF23",3.00566945728997
"13055",6.63733,"only_PHF23",2.73060300506213
"4991",5.00128,"only_PHF23",2.32229737755167
"13057",4.96768,"only_PHF23",2.31257224334864
"4993",2.45125,"only_PHF23",1.29351763041742
"4994",6.56997,"only_PHF23",2.71588678288398
"13059",5.67481,"only_PHF23",2.50457208991077
"4995",4.66202,"only_PHF23",2.22095519362142
"13060",4.02838,"only_PHF23",2.01019978023088
"4997",4.45824,"only_PHF23",2.15647428314991
"13062",4.06485,"only_PHF23",2.0232021153387
"4998",2.52001,"only_PHF23",1.33342945869415
"4999",3.77721,"only_PHF23",1.91732099493416
"13063",3.6477,"only_PHF23",1.8669870819397
"5001",4.53602,"only_PHF23",2.18142700135536
"13065",3.32095,"only_PHF23",1.73159600188456
"5002",6.49268,"only_PHF23",2.69881410605542
"13066",5.1374,"only_PHF23",2.36103840686572
"5012",5.11946,"only_PHF23",2.35599164295809
"13073",4.82715,"only_PHF23",2.27117165812575
"5022",3.50179,"only_PHF23",1.80809256891061
"5023",4.02901,"only_PHF23",2.01042538625904
"13082",4.02838,"only_PHF23",2.01019978023088
"13083",2.79055,"only_PHF23",1.48054949627387
"5024",2.64544,"only_PHF23",1.40350769701795
"5025",11.49123,"only_PHF23",3.52246132454471
"13084",8.83296,"only_PHF23",3.14289697827252
"5026",5.84183,"only_PHF23",2.54642037567386
"13085",6.09727,"only_PHF23",2.60816343299395
"5027",2.45746,"only_PHF23",1.29716793405465
"13086",4.93802,"only_PHF23",2.30393267970516
"5028",7.81204,"only_PHF23",2.96569933627717
"13087",7.81702,"only_PHF23",2.96661872894017
"5029",3.90602,"only_PHF23",1.96569933627717
"13088",3.59583,"only_PHF23",1.84632481619319
"5035",5.71958,"only_PHF23",2.515909210961
"13092",6.05815,"only_PHF23",2.59887729975379
"5036",4.45824,"only_PHF23",2.15647428314991
"13093",3.75217,"only_PHF23",1.90772519368509
"5037",10.33205,"only_PHF23",3.36905462512234
"13094",10.00598,"only_PHF23",3.32279056866785
"5040",6.14929,"only_PHF23",2.62041984579974
"5041",2.50064,"only_PHF23",1.32229737755167
"5042",3.14593,"only_PHF23",1.65348656974394
"5043",5.36941,"only_PHF23",2.42476357110873
"5044",7.68661,"only_PHF23",2.94234747146374
"13098",5.19791,"only_PHF23",2.37793165426456
"13099",5.94093,"only_PHF23",2.57068878984194
"5047",9.5876,"only_PHF23",3.26116972020375
"13102",11.37561,"only_PHF23",3.50787200462762
"5048",6.53667,"only_PHF23",2.70855586538962
"5049",3.68957,"only_PHF23",1.88345268755506
"13103",6.55323,"only_PHF23",2.71220616716776
"5064",3.3042,"only_PHF23",1.72430101432258
"13109",2.80718,"only_PHF23",1.48912157428204
"5067",2.92091,"only_PHF23",1.54641790607738
"5068",3.68957,"only_PHF23",1.88345268755506
"5069",5.9727,"only_PHF23",2.57838325913404
"5070",2.39192,"only_PHF23",1.25816913805887
"5071",3.38211,"only_PHF23",1.75792358283298
"5072",3.52802,"only_PHF23",1.81885873941557
"5073",2.56798,"only_PHF23",1.36063396647378
"13112",5.68914,"only_PHF23",2.50821058372569
"5074",3.22838,"only_PHF23",1.69081040260876
"5075",2.47788,"only_PHF23",1.3091063216202
"5076",3.07465,"only_PHF23",1.62042219191428
"5077",2.89444,"only_PHF23",1.53328425067644
"5078",2.61345,"only_PHF23",1.38595555821035
"13113",3.02317,"only_PHF23",1.59606210740131
"5082",6.04803,"only_PHF23",2.59646529576664
"5083",3.34595,"only_PHF23",1.74241588671189
"5084",4.4341,"only_PHF23",2.14864130693893
"13115",3.08234,"only_PHF23",1.62402600827045
"13116",4.54817,"only_PHF23",2.18528617981796
"13117",2.7289,"only_PHF23",1.44831952830666
"5085",5.07317,"only_PHF23",2.34288750544198
"13118",4.22119,"only_PHF23",2.07764976790935
"5086",5.58308,"only_PHF23",2.48106122865563
"13119",3.06425,"only_PHF23",1.61553400582907
"5087",4.41665,"only_PHF23",2.14295250969954
"13120",4.33881,"only_PHF23",2.11729941075491
"5088",5.54283,"only_PHF23",2.47062276048111
"5089",3.34138,"only_PHF23",1.74044406316999
"5090",2.92091,"only_PHF23",1.54641790607738
"5091",2.39192,"only_PHF23",1.25816913805887
"5092",3.01127,"only_PHF23",1.59037207046624
"13121",6.02456,"only_PHF23",2.5908558788533
"5093",3.22838,"only_PHF23",1.69081040260876
"5094",2.76718,"only_PHF23",1.46841649167507
"5095",2.92091,"only_PHF23",1.54641790607738
"5096",2.99612,"only_PHF23",1.58309540748755
"5097",7.49031,"only_PHF23",2.90502542845809
"13122",7.97336,"only_PHF23",2.99518780876118
"5098",7.53288,"only_PHF23",2.91320154714766
"13123",7.81702,"only_PHF23",2.96661872894017
"5100",3.85197,"only_PHF23",1.94559646719493
"5101",4.08284,"only_PHF23",2.02957303174885
"5102",3.15523,"only_PHF23",1.65774517407157
"5103",2.57232,"only_PHF23",1.36307012699564
"5104",3.4219,"only_PHF23",1.77479759980041
"5105",3.22838,"only_PHF23",1.69081040260876
"13127",3.85783,"only_PHF23",1.94778957066522
"13128",4.11218,"only_PHF23",2.03990341614263
"13129",3.2487,"only_PHF23",1.69986252467835
"13130",2.48004,"only_PHF23",1.31036338969935
"13131",2.97047,"only_PHF23",1.57069121823922
"13132",2.81413,"only_PHF23",1.49268897605961
"5106",5.91679,"only_PHF23",2.56481469154982
"13133",5.19778,"only_PHF23",2.37789557193519
"5107",2.76718,"only_PHF23",1.46841649167507
"5108",3.22838,"only_PHF23",1.69081040260876
"5109",2.76718,"only_PHF23",1.46841649167507
"5110",8.30154,"only_PHF23",3.05337899239622
"5111",2.92091,"only_PHF23",1.54641790607738
"5112",2.61345,"only_PHF23",1.38595555821035
"13134",6.87897,"only_PHF23",2.78219256389025
"5114",3.40662,"only_PHF23",1.76834102736061
"5115",4.37751,"only_PHF23",2.13011047436047
"13136",3.691,"only_PHF23",1.88401173758352
"5116",4.30312,"only_PHF23",2.10538307291252
"13137",3.84184,"only_PHF23",1.94179743675119
"5119",7.26387,"only_PHF23",2.86073838324095
"13140",4.8057,"only_PHF23",2.26474658978671
"5121",5.83122,"only_PHF23",2.54379775372001
"13142",5.04712,"only_PHF23",2.33546038846848
"5122",2.58484,"only_PHF23",1.37007498137172
"13143",2.35906,"only_PHF23",1.23821211234662
"5131",5.50423,"only_PHF23",2.46054075581882
"13147",4.98142,"only_PHF23",2.31655705453035
"5135",4.31887,"only_PHF23",2.11065389140533
"5136",5.59157,"only_PHF23",2.48325341959743
"13150",4.35891,"only_PHF23",2.12396741615024
"5137",4.70654,"only_PHF23",2.23466685618234
"13151",5.42377,"only_PHF23",2.43929600094939
"5138",3.15418,"only_PHF23",1.6572649929431
"13152",5.32403,"only_PHF23",2.41251870061293
"5141",6.17403,"only_PHF23",2.62621249311599
"13155",7.66068,"only_PHF23",2.93747245861053
"5149",3.60705,"only_PHF23",1.85081942153194
"13161",2.7198,"only_PHF23",1.44350056705769
"5151",7.9236,"only_PHF23",2.98615605178442
"13163",6.79005,"only_PHF23",2.76342219810571
"5152",4.91402,"only_PHF23",2.29690372946282
"13164",2.77504,"only_PHF23",1.47250856691706
"5153",3.83959,"only_PHF23",1.94095226497071
"13165",3.86545,"only_PHF23",1.95063637662815
"5154",9.39227,"only_PHF23",3.23147388226207
"13166",8.42155,"only_PHF23",3.0740857881034
"5155",5.21968,"only_PHF23",2.38396136300891
"13167",3.49175,"only_PHF23",1.80395026954251
"5156",2.92091,"only_PHF23",1.54641790607738
"13168",5.47191,"only_PHF23",2.45204450149182
"5160",6.91127,"only_PHF23",2.78895084148893
"13172",9.25119,"only_PHF23",3.20963895445875
"5163",4.91943,"only_PHF23",2.29849116438315
"5164",2.77356,"only_PHF23",1.47173893540239
"5165",5.0559,"only_PHF23",2.33796792891636
"13175",4.22119,"only_PHF23",2.07764976790935
"13176",3.19649,"only_PHF23",1.67648858047622
"13177",4.60759,"only_PHF23",2.20401234627608
"5166",4.6734,"only_PHF23",2.22447252389635
"13178",5.10117,"only_PHF23",2.35082818034086
"5167",5.79962,"only_PHF23",2.53595837574445
"13179",6.68748,"only_PHF23",2.7414626717927
"5168",6.97975,"only_PHF23",2.80317536305105
"13180",5.87027,"only_PHF23",2.55342686086562
"5169",2.8744,"only_PHF23",1.52326084045271
"5170",7.48462,"only_PHF23",2.90392907138961
"5171",4.50881,"only_PHF23",2.17274671648837
"5172",2.95068,"only_PHF23",1.56104746958533
"13181",7.91596,"only_PHF23",2.98476432234659
"13182",3.81492,"only_PHF23",1.93165280363558
"5174",4.77615,"only_PHF23",2.25584814666509
"13184",4.44448,"only_PHF23",2.15201463495921
"5198",6.59147,"only_PHF23",2.72060024447629
"13194",7.29539,"only_PHF23",2.86698510439765
"5199",2.71809,"only_PHF23",1.44259322667338
"5200",6.80403,"only_PHF23",2.76638950207652
"5201",3.87283,"only_PHF23",1.95338817486491
"5202",2.82681,"only_PHF23",1.49917491773945
"5203",3.17874,"only_PHF23",1.66845501834736
"13195",3.90851,"only_PHF23",1.96661872894017
"13196",7.70584,"only_PHF23",2.94595223094906
"13197",3.63854,"only_PHF23",1.86335967094678
"5204",2.3402,"only_PHF23",1.22663183180789
"5205",4.45824,"only_PHF23",2.15647428314991
"13198",3.022,"only_PHF23",1.59550366050274
"5206",3.61851,"only_PHF23",1.85539575859974
"5207",4.45824,"only_PHF23",2.15647428314991
"5208",4.7657,"only_PHF23",2.25268813698043
"5209",4.3045,"only_PHF23",2.10584566749116
"13199",5.32786,"only_PHF23",2.41355617325764
"13200",2.66831,"only_PHF23",1.41592628626842
"13201",3.79187,"only_PHF23",1.92290950390646
"5210",6.92139,"only_PHF23",2.79106179866111
"13202",5.60425,"only_PHF23",2.48652131439033
"5214",5.77271,"only_PHF23",2.52924875140309
"13204",3.51376,"only_PHF23",1.81301565445546
"5217",4.41002,"only_PHF23",2.14078519860261
"13207",3.44449,"only_PHF23",1.78429038962376
"5248",2.92097,"only_PHF23",1.54644754095604
"5249",2.66138,"only_PHF23",1.41217451749095
"5250",3.14815,"only_PHF23",1.65450428261813
"13224",2.93077,"only_PHF23",1.55127975312493
"5252",4.30259,"only_PHF23",2.10520537034698
"13226",4.8352,"only_PHF23",2.27357556561538
"5253",8.13553,"only_PHF23",3.0242363352604
"5254",3.63151,"only_PHF23",1.86056955277742
"13227",9.0289,"only_PHF23",3.17455023341911
"5255",7.12234,"only_PHF23",2.8323513074513
"5256",6.9583,"only_PHF23",2.79873488062237
"13228",5.55007,"only_PHF23",2.47250596750166
"13229",6.90629,"only_PHF23",2.78791091524801
"5257",3.07678,"only_PHF23",1.62142128986709
"13230",4.00567,"only_PHF23",2.00204357218061
"5260",6.74128,"only_PHF23",2.75302254902212
"13233",2.71663,"only_PHF23",1.44181808653354
"5263",6.15942,"only_PHF23",2.62279450635536
"13236",7.53902,"only_PHF23",2.91437699921954
"5264",3.58788,"only_PHF23",1.84313163878002
"13237",3.97217,"only_PHF23",1.98992736831156
"13238",2.97047,"only_PHF23",1.57069121823922
"13239",2.65779,"only_PHF23",1.41022711743297
"13240",2.81413,"only_PHF23",1.49268897605961
"13241",2.97047,"only_PHF23",1.57069121823922
"13242",3.12681,"only_PHF23",1.64469155684345
"5292",8.60901,"only_PHF23",3.10584734328881
"13293",7.97336,"only_PHF23",2.99518780876118
"5295",5.25268,"only_PHF23",2.39305369633818
"13295",6.49739,"only_PHF23",2.69986030425764
"5296",7.07169,"only_PHF23",2.8220550330346
"13296",5.94093,"only_PHF23",2.57068878984194
"5297",3.07465,"only_PHF23",1.62042219191428
"5298",5.2269,"only_PHF23",2.38595555821035
"13297",5.62825,"only_PHF23",2.49268641275173
"5303",6.76422,"only_PHF23",2.75792358283298
"13301",5.78459,"only_PHF23",2.53221470765971
"5305",3.92014,"only_PHF23",1.97090517824331
"13303",3.72714,"only_PHF23",1.89806901104753
"5307",5.38063,"only_PHF23",2.4277751030168
"13310",3.12681,"only_PHF23",1.64469155684345
"13311",2.65779,"only_PHF23",1.41022711743297
"13312",2.65779,"only_PHF23",1.41022711743297
"13313",2.97047,"only_PHF23",1.57069121823922
"13314",5.09696,"only_PHF23",2.34963703128369
"5308",6.67303,"only_PHF23",2.73834198980237
"13315",3.9286,"only_PHF23",1.97401528375647
"5311",3.72891,"only_PHF23",1.89875397702022
"5312",2.64505,"only_PHF23",1.40329499419951
"5313",3.51187,"only_PHF23",1.81223944116411
"5314",2.22106,"only_PHF23",1.15124836656038
"5315",3.47359,"only_PHF23",1.79642747774603
"5316",5.16603,"only_PHF23",2.36905602145157
"13317",5.06797,"only_PHF23",2.34140798442755
"5319",5.36397,"only_PHF23",2.42330116845561
"13320",3.66694,"only_PHF23",1.87457666026539
"5320",6.30302,"only_PHF23",2.6560432405292
"5321",5.07317,"only_PHF23",2.34288750544198
"13321",5.78459,"only_PHF23",2.53221470765971
"13322",4.53387,"only_PHF23",2.1807430251669
"5322",3.96694,"only_PHF23",1.9880265768739
"13323",3.47,"only_PHF23",1.79493566280354
"5342",3.84279,"only_PHF23",1.94215413845207
"13333",3.93379,"only_PHF23",1.97591994337009
"5343",5.79603,"only_PHF23",2.53506506224115
"13334",5.45781,"only_PHF23",2.44832217166794
"5349",7.00357,"only_PHF23",2.80809050896973
"5350",4.15077,"only_PHF23",2.05337899239622
"13342",7.66692,"only_PHF23",2.93864712621048
"5356",2.92091,"only_PHF23",1.54641790607738
"5357",3.22838,"only_PHF23",1.69081040260876
"5358",4.15077,"only_PHF23",2.05337899239622
"5359",2.89801,"only_PHF23",1.53506257313001
"5360",3.28503,"only_PHF23",1.71590654578462
"5361",3.22838,"only_PHF23",1.69081040260876
"5362",3.38211,"only_PHF23",1.75792358283298
"5363",2.48137,"only_PHF23",1.31113687322534
"5364",2.60064,"only_PHF23",1.37886670448636
"5365",2.76718,"only_PHF23",1.46841649167507
"5366",6.69292,"only_PHF23",2.74263576997435
"13348",2.97047,"only_PHF23",1.57069121823922
"13349",4.26929,"only_PHF23",2.0939961638392
"5367",10.48643,"only_PHF23",3.39045170531912
"13350",7.02677,"only_PHF23",2.81286167708888
"5368",4.97188,"only_PHF23",2.31379147629906
"13351",4.80295,"only_PHF23",2.26392078981049
