"","fold_change","cluster","log_mean"
"6991",2.89801,"no_binding",1.53506257313001
"6992",3.522,"no_binding",1.81639490916912
"14473",3.2785,"no_binding",1.71303589486194
"14474",2.57847,"no_binding",1.36651526015687
"7964",3.43614,"no_binding",1.78078881796388
"15192",3.50265,"no_binding",1.80844683498795
"4751",3.07465,"no_binding",1.62042219191428
"4752",4.45824,"no_binding",2.15647428314991
"12863",3.75217,"no_binding",1.90772519368509
"4921",3.07465,"no_binding",1.62042219191428
"4922",2.61345,"no_binding",1.38595555821035
"4923",3.44554,"no_binding",1.78473010608499
"4924",2.46377,"no_binding",1.3008675825965
"4925",3.84331,"no_binding",1.94234934835629
"4926",3.07465,"no_binding",1.62042219191428
"13000",3.12681,"no_binding",1.64469155684345
"13001",2.65779,"no_binding",1.41022711743297
"13002",2.88776,"no_binding",1.52995084568852
"13003",2.94223,"no_binding",1.55691002935602
"13004",2.49071,"no_binding",1.31655705453035
"13005",3.08846,"no_binding",1.62688764583611
"7848",4.2734,"no_binding",2.09538436289022
"15118",2.77504,"no_binding",1.47250856691706
"3570",2.3402,"no_binding",1.22663183180789
"12023",2.67549,"no_binding",1.41980313668461
"2892",3.53584,"no_binding",1.82205299293378
"2893",3.14593,"no_binding",1.65348656974394
"2894",4.41427,"no_binding",2.14217487514268
"2895",3.38211,"no_binding",1.75792358283298
"11570",3.43949,"no_binding",1.78219466114317
"11571",3.59583,"no_binding",1.84632481619319
"8400",2.69651,"no_binding",1.43109338408903
"15519",2.76692,"no_binding",1.46828093188724
"15520",3.0335,"no_binding",1.60098331137083
"6865",8.34418,"no_binding",3.06077027989823
"6866",2.05704,"no_binding",1.04056984794187
"6867",3.8429,"no_binding",1.94219543505771
"6868",3.02402,"no_binding",1.5964676811613
"14415",3.7913,"no_binding",1.92269261936481
"14416",4.12912,"no_binding",2.04583434655701
"9160",3.64355,"no_binding",1.86534478876193
"16001",4.50548,"no_binding",2.17168081452499
"7401",2.46377,"no_binding",1.3008675825965
"7402",2.45972,"no_binding",1.29849409702692
"7403",2.45972,"no_binding",1.29849409702692
"7404",2.61345,"no_binding",1.38595555821035
"7405",3.38211,"no_binding",1.75792358283298
"14792",3.12681,"no_binding",1.64469155684345
"14793",3.28315,"no_binding",1.71508066502285
"7284",4.44078,"no_binding",2.1508131007419
"7285",3.52802,"no_binding",1.81885873941557
"7286",2.92091,"no_binding",1.54641790607738
"7287",3.84331,"no_binding",1.94234934835629
"7288",8.68876,"no_binding",3.11915030022755
"7289",4.91943,"no_binding",2.29849116438315
"7290",3.53768,"no_binding",1.82280355529456
"14713",8.3593,"no_binding",3.06338213742447
"14714",3.59583,"no_binding",1.84632481619319
"5584",4.15077,"no_binding",2.05337899239622
"13529",3.6477,"no_binding",1.8669870819397
"8555",8.55422,"no_binding",3.09663631135588
"8556",4.27748,"no_binding",2.09676110919318
"15601",7.99122,"no_binding",2.99841577268878
"7394",4.21304,"no_binding",2.07486161339072
"7395",3.82452,"no_binding",1.93527869236115
"7396",4.41002,"no_binding",2.14078519860261
"14787",3.12681,"no_binding",1.64469155684345
"8028",5.54283,"no_binding",2.47062276048111
"15231",3.79968,"no_binding",1.92587792333186
"8358",3.84331,"no_binding",1.94234934835629
"8359",7.53288,"no_binding",2.91320154714766
"8360",5.99556,"no_binding",2.58389451118602
"8361",4.45824,"no_binding",2.15647428314991
"8362",3.02402,"no_binding",1.5964676811613
"15478",3.39256,"no_binding",1.76237433102718
"15479",8.1297,"no_binding",3.0232021153387
"15480",4.22119,"no_binding",2.07764976790935
"15481",3.43949,"no_binding",1.78219466114317
"18247",0.01,"co_binding",-6.64385618977472
"21000",0.01,"co_binding",-6.64385618977472
"31000",0.01,"co_binding",-6.64385618977472
"41000",0.01,"co_binding",-6.64385618977472
"51000",0.01,"co_binding",-6.64385618977472
"61000",0.01,"co_binding",-6.64385618977472
"71000",0.01,"co_binding",-6.64385618977472
"81000",0.01,"co_binding",-6.64385618977472
"91000",0.01,"co_binding",-6.64385618977472
"101000",0.01,"co_binding",-6.64385618977472
"111000",0.01,"co_binding",-6.64385618977472
"121000",0.01,"co_binding",-6.64385618977472
"131000",0.01,"co_binding",-6.64385618977472
"141000",0.01,"co_binding",-6.64385618977472
"151000",0.01,"co_binding",-6.64385618977472
"161000",0.01,"co_binding",-6.64385618977472
"171000",0.01,"co_binding",-6.64385618977472
"18248",0.01,"co_binding",-6.64385618977472
"19100",0.01,"co_binding",-6.64385618977472
"20100",0.01,"co_binding",-6.64385618977472
"21100",0.01,"co_binding",-6.64385618977472
"22100",0.01,"co_binding",-6.64385618977472
"23100",0.01,"co_binding",-6.64385618977472
"24100",0.01,"co_binding",-6.64385618977472
"25100",0.01,"co_binding",-6.64385618977472
"26100",0.01,"co_binding",-6.64385618977472
"27100",0.01,"co_binding",-6.64385618977472
"28100",0.01,"co_binding",-6.64385618977472
"29100",0.01,"co_binding",-6.64385618977472
"30100",0.01,"co_binding",-6.64385618977472
"31100",0.01,"co_binding",-6.64385618977472
"32100",0.01,"co_binding",-6.64385618977472
"33100",0.01,"co_binding",-6.64385618977472
"34100",0.01,"co_binding",-6.64385618977472
"35100",0.01,"co_binding",-6.64385618977472
"36100",0.01,"co_binding",-6.64385618977472
"37100",0.01,"co_binding",-6.64385618977472
"38100",0.01,"co_binding",-6.64385618977472
"39100",0.01,"co_binding",-6.64385618977472
"40100",0.01,"co_binding",-6.64385618977472
"41100",0.01,"co_binding",-6.64385618977472
"42100",0.01,"co_binding",-6.64385618977472
"43100",0.01,"co_binding",-6.64385618977472
"44100",0.01,"co_binding",-6.64385618977472
"45100",0.01,"co_binding",-6.64385618977472
"46100",0.01,"co_binding",-6.64385618977472
"47100",0.01,"co_binding",-6.64385618977472
"48100",0.01,"co_binding",-6.64385618977472
"49100",0.01,"co_binding",-6.64385618977472
"50100",0.01,"co_binding",-6.64385618977472
"51",0.01,"co_binding",-6.64385618977472
"52100",0.01,"co_binding",-6.64385618977472
"53100",0.01,"co_binding",-6.64385618977472
"54100",0.01,"co_binding",-6.64385618977472
"55100",0.01,"co_binding",-6.64385618977472
"56100",0.01,"co_binding",-6.64385618977472
"57100",0.01,"co_binding",-6.64385618977472
"58100",0.01,"co_binding",-6.64385618977472
"59100",0.01,"co_binding",-6.64385618977472
"60100",0.01,"co_binding",-6.64385618977472
"61100",0.01,"co_binding",-6.64385618977472
"62100",0.01,"co_binding",-6.64385618977472
"63100",0.01,"co_binding",-6.64385618977472
"64100",0.01,"co_binding",-6.64385618977472
"65100",0.01,"co_binding",-6.64385618977472
"66100",0.01,"co_binding",-6.64385618977472
"67100",0.01,"co_binding",-6.64385618977472
"68100",0.01,"co_binding",-6.64385618977472
"69100",0.01,"co_binding",-6.64385618977472
"70100",0.01,"co_binding",-6.64385618977472
"71100",0.01,"co_binding",-6.64385618977472
"72100",0.01,"co_binding",-6.64385618977472
"73100",0.01,"co_binding",-6.64385618977472
"74100",0.01,"co_binding",-6.64385618977472
"75100",0.01,"co_binding",-6.64385618977472
"76100",0.01,"co_binding",-6.64385618977472
"77100",0.01,"co_binding",-6.64385618977472
"78100",0.01,"co_binding",-6.64385618977472
"79100",0.01,"co_binding",-6.64385618977472
"80100",0.01,"co_binding",-6.64385618977472
"81100",0.01,"co_binding",-6.64385618977472
"82100",0.01,"co_binding",-6.64385618977472
"83100",0.01,"co_binding",-6.64385618977472
"84100",0.01,"co_binding",-6.64385618977472
"85100",0.01,"co_binding",-6.64385618977472
"86100",0.01,"co_binding",-6.64385618977472
"87100",0.01,"co_binding",-6.64385618977472
"88100",0.01,"co_binding",-6.64385618977472
"89100",0.01,"co_binding",-6.64385618977472
"90100",0.01,"co_binding",-6.64385618977472
"91100",0.01,"co_binding",-6.64385618977472
"92100",0.01,"co_binding",-6.64385618977472
"93100",0.01,"co_binding",-6.64385618977472
"94100",0.01,"co_binding",-6.64385618977472
"95100",0.01,"co_binding",-6.64385618977472
"96100",0.01,"co_binding",-6.64385618977472
"97100",0.01,"co_binding",-6.64385618977472
"98100",0.01,"co_binding",-6.64385618977472
"99100",0.01,"co_binding",-6.64385618977472
"100100",0.01,"co_binding",-6.64385618977472
"101100",0.01,"co_binding",-6.64385618977472
"102100",0.01,"co_binding",-6.64385618977472
"103100",0.01,"co_binding",-6.64385618977472
"104100",0.01,"co_binding",-6.64385618977472
"105100",0.01,"co_binding",-6.64385618977472
"106100",0.01,"co_binding",-6.64385618977472
"107100",0.01,"co_binding",-6.64385618977472
"108100",0.01,"co_binding",-6.64385618977472
"109100",0.01,"co_binding",-6.64385618977472
"110100",0.01,"co_binding",-6.64385618977472
"111100",0.01,"co_binding",-6.64385618977472
"112100",0.01,"co_binding",-6.64385618977472
"113100",0.01,"co_binding",-6.64385618977472
"114100",0.01,"co_binding",-6.64385618977472
"115100",0.01,"co_binding",-6.64385618977472
"116100",0.01,"co_binding",-6.64385618977472
"117100",0.01,"co_binding",-6.64385618977472
"118100",0.01,"co_binding",-6.64385618977472
"119100",0.01,"co_binding",-6.64385618977472
"120100",0.01,"co_binding",-6.64385618977472
"121100",0.01,"co_binding",-6.64385618977472
"122100",0.01,"co_binding",-6.64385618977472
"123100",0.01,"co_binding",-6.64385618977472
"124100",0.01,"co_binding",-6.64385618977472
"125100",0.01,"co_binding",-6.64385618977472
"126100",0.01,"co_binding",-6.64385618977472
"127100",0.01,"co_binding",-6.64385618977472
"128",0.01,"co_binding",-6.64385618977472
"129100",0.01,"co_binding",-6.64385618977472
"130100",0.01,"co_binding",-6.64385618977472
"131100",0.01,"co_binding",-6.64385618977472
"132100",0.01,"co_binding",-6.64385618977472
"133100",0.01,"co_binding",-6.64385618977472
"134100",0.01,"co_binding",-6.64385618977472
"135100",0.01,"co_binding",-6.64385618977472
"136100",0.01,"co_binding",-6.64385618977472
"137100",0.01,"co_binding",-6.64385618977472
"138100",0.01,"co_binding",-6.64385618977472
"139100",0.01,"co_binding",-6.64385618977472
"140100",0.01,"co_binding",-6.64385618977472
"141100",0.01,"co_binding",-6.64385618977472
"142100",0.01,"co_binding",-6.64385618977472
"143100",0.01,"co_binding",-6.64385618977472
"144100",0.01,"co_binding",-6.64385618977472
"145100",0.01,"co_binding",-6.64385618977472
"146100",0.01,"co_binding",-6.64385618977472
"147100",0.01,"co_binding",-6.64385618977472
"148100",0.01,"co_binding",-6.64385618977472
"149100",0.01,"co_binding",-6.64385618977472
"150",0.01,"co_binding",-6.64385618977472
"151100",0.01,"co_binding",-6.64385618977472
"152100",0.01,"co_binding",-6.64385618977472
"153100",0.01,"co_binding",-6.64385618977472
"154100",0.01,"co_binding",-6.64385618977472
"155100",0.01,"only_PHF23",-6.64385618977472
"156100",0.01,"only_PHF23",-6.64385618977472
"157100",0.01,"only_PHF23",-6.64385618977472
"158",0.01,"only_PHF23",-6.64385618977472
"159",0.01,"only_PHF23",-6.64385618977472
"160",0.01,"only_PHF23",-6.64385618977472
"161100",0.01,"only_PHF23",-6.64385618977472
"162100",0.01,"only_PHF23",-6.64385618977472
"163100",0.01,"only_PHF23",-6.64385618977472
"164100",0.01,"only_PHF23",-6.64385618977472
"165100",0.01,"only_PHF23",-6.64385618977472
"166100",0.01,"only_PHF23",-6.64385618977472
"167100",0.01,"only_PHF23",-6.64385618977472
"168100",0.01,"only_PHF23",-6.64385618977472
"169100",0.01,"only_PHF23",-6.64385618977472
"170100",0.01,"only_PHF23",-6.64385618977472
"171100",0.01,"only_PHF23",-6.64385618977472
"172100",0.01,"only_PHF23",-6.64385618977472
"173100",0.01,"only_PHF23",-6.64385618977472
"174100",0.01,"only_PHF23",-6.64385618977472
"175100",0.01,"only_PHF23",-6.64385618977472
"176100",0.01,"only_PHF23",-6.64385618977472
"177100",0.01,"only_PHF23",-6.64385618977472
"178100",0.01,"only_PHF23",-6.64385618977472
"179100",0.01,"only_PHF23",-6.64385618977472
"180100",0.01,"only_PHF23",-6.64385618977472
"181100",0.01,"only_PHF23",-6.64385618977472
"18249",0.01,"only_PHF23",-6.64385618977472
"18310",0.01,"only_PHF23",-6.64385618977472
"184",0.01,"only_PHF23",-6.64385618977472
"18510",0.01,"only_PHF23",-6.64385618977472
"18610",0.01,"only_PHF23",-6.64385618977472
"18710",0.01,"only_PHF23",-6.64385618977472
"18810",0.01,"only_PHF23",-6.64385618977472
"18910",0.01,"only_PHF23",-6.64385618977472
"19010",0.01,"only_PHF23",-6.64385618977472
"19110",0.01,"only_PHF23",-6.64385618977472
"19210",0.01,"only_PHF23",-6.64385618977472
"19310",0.01,"only_PHF23",-6.64385618977472
"19410",0.01,"only_PHF23",-6.64385618977472
"19510",0.01,"only_PHF23",-6.64385618977472
"19610",0.01,"only_PHF23",-6.64385618977472
"19710",0.01,"only_PHF23",-6.64385618977472
"19810",0.01,"only_PHF23",-6.64385618977472
"19910",0.01,"only_PHF23",-6.64385618977472
"20010",0.01,"only_PHF23",-6.64385618977472
"20110",0.01,"only_PHF23",-6.64385618977472
"20210",0.01,"only_PHF23",-6.64385618977472
"20310",0.01,"only_PHF23",-6.64385618977472
"20410",0.01,"only_PHF23",-6.64385618977472
"20510",0.01,"only_PHF23",-6.64385618977472
"20610",0.01,"only_PHF23",-6.64385618977472
"20710",0.01,"only_PHF23",-6.64385618977472
"20810",0.01,"only_PHF23",-6.64385618977472
"20910",0.01,"only_PHF23",-6.64385618977472
"21010",0.01,"only_PHF23",-6.64385618977472
"21110",0.01,"only_PHF23",-6.64385618977472
"21210",0.01,"only_PHF23",-6.64385618977472
"21310",0.01,"only_PHF23",-6.64385618977472
"21410",0.01,"only_PHF23",-6.64385618977472
"21510",0.01,"only_PHF23",-6.64385618977472
"21610",0.01,"only_PHF23",-6.64385618977472
"21710",0.01,"only_PHF23",-6.64385618977472
"21810",0.01,"only_PHF23",-6.64385618977472
"21910",0.01,"only_PHF23",-6.64385618977472
"22010",0.01,"only_PHF23",-6.64385618977472
"22110",0.01,"only_PHF23",-6.64385618977472
"22210",0.01,"only_PHF23",-6.64385618977472
"22310",0.01,"only_PHF23",-6.64385618977472
"22410",0.01,"only_PHF23",-6.64385618977472
"22510",0.01,"only_PHF23",-6.64385618977472
"22610",0.01,"only_PHF23",-6.64385618977472
"22710",0.01,"only_PHF23",-6.64385618977472
"22810",0.01,"only_PHF23",-6.64385618977472
"22910",0.01,"only_PHF23",-6.64385618977472
"23010",0.01,"only_PHF23",-6.64385618977472
"23110",0.01,"only_PHF23",-6.64385618977472
"23210",0.01,"only_PHF23",-6.64385618977472
"23310",0.01,"only_PHF23",-6.64385618977472
"23410",0.01,"only_PHF23",-6.64385618977472
"23510",0.01,"only_PHF23",-6.64385618977472
"23610",0.01,"only_PHF23",-6.64385618977472
"23710",0.01,"only_PHF23",-6.64385618977472
"23810",0.01,"only_PHF23",-6.64385618977472
"23910",0.01,"only_PHF23",-6.64385618977472
"24010",0.01,"only_PHF23",-6.64385618977472
"24110",0.01,"only_PHF23",-6.64385618977472
"24210",0.01,"only_PHF23",-6.64385618977472
"24310",0.01,"only_PHF23",-6.64385618977472
"24410",0.01,"only_PHF23",-6.64385618977472
"24510",0.01,"only_PHF23",-6.64385618977472
"24610",0.01,"only_PHF23",-6.64385618977472
"24710",0.01,"only_PHF23",-6.64385618977472
"24810",0.01,"only_PHF23",-6.64385618977472
"24910",0.01,"only_PHF23",-6.64385618977472
"25010",0.01,"only_PHF23",-6.64385618977472
"25110",0.01,"only_PHF23",-6.64385618977472
"25210",0.01,"only_PHF23",-6.64385618977472
"25310",0.01,"only_PHF23",-6.64385618977472
"25410",0.01,"only_PHF23",-6.64385618977472
"25510",0.01,"only_PHF23",-6.64385618977472
"25610",0.01,"only_PHF23",-6.64385618977472
"25710",0.01,"only_PHF23",-6.64385618977472
"25810",0.01,"only_PHF23",-6.64385618977472
"25910",0.01,"only_PHF23",-6.64385618977472
"26010",0.01,"only_PHF23",-6.64385618977472
"26110",0.01,"only_PHF23",-6.64385618977472
"26210",0.01,"only_PHF23",-6.64385618977472
"26310",0.01,"only_PHF23",-6.64385618977472
"26410",0.01,"only_PHF23",-6.64385618977472
"26510",0.01,"only_PHF23",-6.64385618977472
"26610",0.01,"only_PHF23",-6.64385618977472
"26710",0.01,"only_PHF23",-6.64385618977472
"26810",0.01,"only_PHF23",-6.64385618977472
"26910",0.01,"only_PHF23",-6.64385618977472
"27010",0.01,"only_PHF23",-6.64385618977472
"27110",0.01,"only_PHF23",-6.64385618977472
"27210",0.01,"only_PHF23",-6.64385618977472
"27310",0.01,"only_PHF23",-6.64385618977472
"27410",0.01,"only_PHF23",-6.64385618977472
"27510",0.01,"only_PHF23",-6.64385618977472
"27610",0.01,"only_PHF23",-6.64385618977472
"27710",0.01,"only_PHF23",-6.64385618977472
"27810",0.01,"only_PHF23",-6.64385618977472
"27910",0.01,"only_PHF23",-6.64385618977472
"28010",0.01,"only_PHF23",-6.64385618977472
"28110",0.01,"only_PHF23",-6.64385618977472
"28210",0.01,"only_PHF23",-6.64385618977472
"28310",0.01,"only_PHF23",-6.64385618977472
"28410",0.01,"only_PHF23",-6.64385618977472
"28510",0.01,"only_PHF23",-6.64385618977472
"28610",0.01,"only_PHF23",-6.64385618977472
"28710",0.01,"only_PHF23",-6.64385618977472
"28810",0.01,"only_PHF23",-6.64385618977472
"28910",0.01,"only_PHF23",-6.64385618977472
"29010",0.01,"only_PHF23",-6.64385618977472
"29110",0.01,"only_PHF23",-6.64385618977472
"29210",0.01,"only_PHF23",-6.64385618977472
"29310",0.01,"only_PHF23",-6.64385618977472
"29410",0.01,"only_PHF23",-6.64385618977472
"29510",0.01,"only_PHF23",-6.64385618977472
"29610",0.01,"only_PHF23",-6.64385618977472
"29710",0.01,"only_PHF23",-6.64385618977472
"29810",0.01,"only_PHF23",-6.64385618977472
"29910",0.01,"only_PHF23",-6.64385618977472
"30010",0.01,"only_PHF23",-6.64385618977472
"30110",0.01,"only_PHF23",-6.64385618977472
"30210",0.01,"only_PHF23",-6.64385618977472
"30310",0.01,"only_PHF23",-6.64385618977472
"30410",0.01,"only_PHF23",-6.64385618977472
"30510",0.01,"only_PHF23",-6.64385618977472
"30610",0.01,"only_PHF23",-6.64385618977472
"30710",0.01,"only_PHF23",-6.64385618977472
"30810",0.01,"only_PHF23",-6.64385618977472
"30910",0.01,"only_PHF23",-6.64385618977472
"31010",0.01,"only_PHF23",-6.64385618977472
"31110",0.01,"only_PHF23",-6.64385618977472
"31210",0.01,"only_PHF23",-6.64385618977472
"31310",0.01,"only_PHF23",-6.64385618977472
"31410",0.01,"only_PHF23",-6.64385618977472
"31510",0.01,"only_PHF23",-6.64385618977472
"31610",0.01,"only_PHF23",-6.64385618977472
"31710",0.01,"only_PHF23",-6.64385618977472
"31810",0.01,"only_PHF23",-6.64385618977472
"31910",0.01,"only_PHF23",-6.64385618977472
"32010",0.01,"only_PHF23",-6.64385618977472
"32110",0.01,"only_PHF23",-6.64385618977472
"32210",0.01,"only_PHF23",-6.64385618977472
"32310",0.01,"only_PHF23",-6.64385618977472
"32410",0.01,"only_PHF23",-6.64385618977472
"325",0.01,"only_PHF23",-6.64385618977472
"32610",0.01,"only_PHF23",-6.64385618977472
"32710",0.01,"only_PHF23",-6.64385618977472
"32810",0.01,"only_PHF23",-6.64385618977472
"32910",0.01,"only_PHF23",-6.64385618977472
"33010",0.01,"only_PHF23",-6.64385618977472
"33110",0.01,"only_PHF23",-6.64385618977472
"33210",0.01,"only_PHF23",-6.64385618977472
"33310",0.01,"only_PHF23",-6.64385618977472
"33410",0.01,"only_PHF23",-6.64385618977472
"33510",0.01,"only_PHF23",-6.64385618977472
"33610",0.01,"only_PHF23",-6.64385618977472
"337",0.01,"only_PHF23",-6.64385618977472
"338",0.01,"only_PHF23",-6.64385618977472
"33910",0.01,"only_PHF23",-6.64385618977472
"34010",0.01,"only_PHF23",-6.64385618977472
"34110",0.01,"only_PHF23",-6.64385618977472
"34210",0.01,"only_PHF23",-6.64385618977472
"34310",0.01,"only_PHF23",-6.64385618977472
"34410",0.01,"only_PHF23",-6.64385618977472
"34510",0.01,"only_PHF23",-6.64385618977472
"34610",0.01,"only_PHF23",-6.64385618977472
"34710",0.01,"only_PHF23",-6.64385618977472
"34810",0.01,"only_PHF23",-6.64385618977472
"34910",0.01,"only_PHF23",-6.64385618977472
"35010",0.01,"only_PHF23",-6.64385618977472
"351",0.01,"only_PHF23",-6.64385618977472
"35210",0.01,"only_PHF23",-6.64385618977472
"35310",0.01,"only_PHF23",-6.64385618977472
"35410",0.01,"only_PHF23",-6.64385618977472
"35510",0.01,"only_PHF23",-6.64385618977472
"35610",0.01,"only_PHF23",-6.64385618977472
"35710",0.01,"only_PHF23",-6.64385618977472
"35810",0.01,"only_PHF23",-6.64385618977472
"35910",0.01,"only_PHF23",-6.64385618977472
"36010",0.01,"only_PHF23",-6.64385618977472
"36110",0.01,"only_PHF23",-6.64385618977472
"36210",0.01,"only_PHF23",-6.64385618977472
"36310",0.01,"only_PHF23",-6.64385618977472
"36410",0.01,"only_PHF23",-6.64385618977472
"36510",0.01,"only_PHF23",-6.64385618977472
"36610",0.01,"only_PHF23",-6.64385618977472
"36710",0.01,"only_PHF23",-6.64385618977472
"36810",0.01,"only_PHF23",-6.64385618977472
"36910",0.01,"only_PHF23",-6.64385618977472
"37010",0.01,"only_PHF23",-6.64385618977472
"37110",0.01,"only_PHF23",-6.64385618977472
"37210",0.01,"only_PHF23",-6.64385618977472
"37310",0.01,"only_PHF23",-6.64385618977472
"37410",0.01,"only_PHF23",-6.64385618977472
"37510",0.01,"only_PHF23",-6.64385618977472
"37610",0.01,"only_PHF23",-6.64385618977472
"37710",0.01,"only_PHF23",-6.64385618977472
"37810",0.01,"only_PHF23",-6.64385618977472
"37910",0.01,"only_PHF23",-6.64385618977472
"38010",0.01,"only_PHF23",-6.64385618977472
"38110",0.01,"only_PHF23",-6.64385618977472
"382",0.01,"only_PHF23",-6.64385618977472
"38310",0.01,"only_PHF23",-6.64385618977472
"38410",0.01,"only_PHF23",-6.64385618977472
"38510",0.01,"only_PHF23",-6.64385618977472
"38610",0.01,"only_PHF23",-6.64385618977472
"387",0.01,"only_PHF23",-6.64385618977472
"388",0.01,"only_PHF23",-6.64385618977472
"38910",0.01,"only_PHF23",-6.64385618977472
"39010",0.01,"only_PHF23",-6.64385618977472
"39110",0.01,"only_PHF23",-6.64385618977472
"39210",0.01,"only_PHF23",-6.64385618977472
"39310",0.01,"only_PHF23",-6.64385618977472
"39410",0.01,"only_PHF23",-6.64385618977472
"39510",0.01,"only_PHF23",-6.64385618977472
"39610",0.01,"only_PHF23",-6.64385618977472
"39710",0.01,"only_PHF23",-6.64385618977472
"39810",0.01,"only_PHF23",-6.64385618977472
"39910",0.01,"only_PHF23",-6.64385618977472
"40010",0.01,"only_PHF23",-6.64385618977472
"40110",0.01,"only_PHF23",-6.64385618977472
"40210",0.01,"only_PHF23",-6.64385618977472
"40310",0.01,"only_PHF23",-6.64385618977472
"40410",0.01,"only_PHF23",-6.64385618977472
"40510",0.01,"only_PHF23",-6.64385618977472
"40610",0.01,"only_PHF23",-6.64385618977472
"40710",0.01,"only_PHF23",-6.64385618977472
"40810",0.01,"only_PHF23",-6.64385618977472
"40910",0.01,"only_PHF23",-6.64385618977472
"41010",0.01,"only_PHF23",-6.64385618977472
"41110",0.01,"only_PHF23",-6.64385618977472
"41210",0.01,"only_PHF23",-6.64385618977472
"41310",0.01,"only_PHF23",-6.64385618977472
"41410",0.01,"only_PHF23",-6.64385618977472
"41510",0.01,"only_PHF23",-6.64385618977472
"41610",0.01,"only_PHF23",-6.64385618977472
"41710",0.01,"only_PHF23",-6.64385618977472
"41810",0.01,"only_PHF23",-6.64385618977472
"41910",0.01,"only_PHF23",-6.64385618977472
"42010",0.01,"only_PHF23",-6.64385618977472
"42110",0.01,"only_PHF23",-6.64385618977472
"42210",0.01,"only_PHF23",-6.64385618977472
"42310",0.01,"only_PHF23",-6.64385618977472
"42410",0.01,"only_PHF23",-6.64385618977472
"42510",0.01,"only_PHF23",-6.64385618977472
"42610",0.01,"only_PHF23",-6.64385618977472
"42710",0.01,"only_PHF23",-6.64385618977472
"42810",0.01,"only_PHF23",-6.64385618977472
"42910",0.01,"only_PHF23",-6.64385618977472
"43010",0.01,"only_PHF23",-6.64385618977472
"43110",0.01,"only_PHF23",-6.64385618977472
"43210",0.01,"only_PHF23",-6.64385618977472
"43310",0.01,"only_PHF23",-6.64385618977472
"43410",0.01,"only_PHF23",-6.64385618977472
"43510",0.01,"only_PHF23",-6.64385618977472
"43610",0.01,"only_PHF23",-6.64385618977472
"43710",0.01,"only_PHF23",-6.64385618977472
"43810",0.01,"only_PHF23",-6.64385618977472
"439",0.01,"only_PHF23",-6.64385618977472
"44010",0.01,"only_PHF23",-6.64385618977472
"44110",0.01,"only_PHF23",-6.64385618977472
"44210",0.01,"only_PHF23",-6.64385618977472
"44310",0.01,"only_PHF23",-6.64385618977472
"44410",0.01,"only_PHF23",-6.64385618977472
"44510",0.01,"only_PHF23",-6.64385618977472
"44610",0.01,"only_PHF23",-6.64385618977472
"44710",0.01,"only_PHF23",-6.64385618977472
"44810",0.01,"only_PHF23",-6.64385618977472
"44910",0.01,"only_PHF23",-6.64385618977472
"45010",0.01,"only_PHF23",-6.64385618977472
"45110",0.01,"only_PHF23",-6.64385618977472
"45210",0.01,"only_PHF23",-6.64385618977472
"45310",0.01,"only_PHF23",-6.64385618977472
"45410",0.01,"only_PHF23",-6.64385618977472
"45510",0.01,"only_PHF23",-6.64385618977472
"45610",0.01,"only_PHF23",-6.64385618977472
"45710",0.01,"only_PHF23",-6.64385618977472
"45810",0.01,"only_PHF23",-6.64385618977472
"45910",0.01,"only_PHF23",-6.64385618977472
"46010",0.01,"only_PHF23",-6.64385618977472
"46110",0.01,"only_PHF23",-6.64385618977472
"46210",0.01,"only_PHF23",-6.64385618977472
"463",0.01,"only_PHF23",-6.64385618977472
"46410",0.01,"only_PHF23",-6.64385618977472
"46510",0.01,"only_PHF23",-6.64385618977472
"46610",0.01,"only_PHF23",-6.64385618977472
"467",0.01,"only_PHF23",-6.64385618977472
"46810",0.01,"only_PHF23",-6.64385618977472
"46910",0.01,"only_PHF23",-6.64385618977472
"47010",0.01,"only_PHF23",-6.64385618977472
"47110",0.01,"only_PHF23",-6.64385618977472
"47210",0.01,"only_PHF23",-6.64385618977472
"47310",0.01,"only_PHF23",-6.64385618977472
"47410",0.01,"only_PHF23",-6.64385618977472
"47510",0.01,"only_PHF23",-6.64385618977472
"47610",0.01,"only_PHF23",-6.64385618977472
"47710",0.01,"only_PHF23",-6.64385618977472
"47810",0.01,"only_PHF23",-6.64385618977472
"47910",0.01,"only_PHF23",-6.64385618977472
"48010",0.01,"only_PHF23",-6.64385618977472
"48110",0.01,"only_PHF23",-6.64385618977472
"48210",0.01,"only_PHF23",-6.64385618977472
"48310",0.01,"only_PHF23",-6.64385618977472
"48410",0.01,"only_PHF23",-6.64385618977472
"48510",0.01,"only_PHF23",-6.64385618977472
"48610",0.01,"only_PHF23",-6.64385618977472
"48710",0.01,"only_PHF23",-6.64385618977472
"48810",0.01,"only_PHF23",-6.64385618977472
"489",0.01,"only_PHF23",-6.64385618977472
"490",0.01,"only_PHF23",-6.64385618977472
"49110",0.01,"only_PHF23",-6.64385618977472
"49210",0.01,"only_PHF23",-6.64385618977472
"49310",0.01,"only_PHF23",-6.64385618977472
"49410",0.01,"only_PHF23",-6.64385618977472
"49510",0.01,"only_PHF23",-6.64385618977472
"49610",0.01,"only_PHF23",-6.64385618977472
"49710",0.01,"only_PHF23",-6.64385618977472
"49810",0.01,"only_PHF23",-6.64385618977472
"49910",0.01,"only_PHF23",-6.64385618977472
"500",0.01,"only_PHF23",-6.64385618977472
